rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G1,00878-XB4GS9ShBRE/tasks-island_0.json,28,4,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00878-XB4GS9ShBRE/tasks-island_0.json,31,3,Arrange the shampoo bottles.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo bottles.,on,,;referent_grounding_v1:G2,,X=shampoo bottles
G2,00878-XB4GS9ShBRE/tasks-island_0.json,33,5,Arrange the clothes hanger.,OK,place_on,straighten,Place clothes hanger on surface.,Straighten the clothes hanger.,on,,;referent_grounding_v1:G2,,X=clothes hanger
G2,00878-XB4GS9ShBRE/tasks-island_0.json,44,3,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00878-XB4GS9ShBRE/tasks-island_0.json,46,3,Arrange the shampoo.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo.,on,,;referent_grounding_v1:G2,,X=shampoo
G1,00878-XB4GS9ShBRE/tasks-island_0.json,50,2,Organize the books on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G1,00878-XB4GS9ShBRE/tasks-island_0.json,51,3,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00878-XB4GS9ShBRE/tasks-island_0.json,70,1,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00878-XB4GS9ShBRE/tasks-island_0.json,70,2,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G1,00878-XB4GS9ShBRE/tasks-island_0.json,81,1,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00878-XB4GS9ShBRE/tasks-island_0.json,84,3,Set the throw blanket aside.,OK,place_on,straighten,Place throw blanket on surface.,Straighten the throw blanket.,on,,;referent_grounding_v1:G2,,X=throw blanket
G1,00878-XB4GS9ShBRE/tasks-island_0.json,85,5,Arrange the flower on the table.,OK,place_on,place_on,Place flower on surface.,Place the flower on the table.,on,on,;referent_grounding_v1:G1,,X=flower|Y=table
G1,00878-XB4GS9ShBRE/tasks-island_0.json,88,4,Set the plate on the counter.,OK,place_on,place_on,Place plate on surface.,Place the plate on the counter.,on,on,;referent_grounding_v1:G1,,X=plate|Y=counter
G1,00878-XB4GS9ShBRE/tasks-island_0.json,98,4,Set the plate on the cabinet.,OK,place_on,place_on,Place plate on surface.,Place the plate on the cabinet.,on,on,;referent_grounding_v1:G1,,X=plate|Y=cabinet
G2,00878-XB4GS9ShBRE/tasks-island_0.json,99,4,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G1,00878-XB4GS9ShBRE/tasks-island_0.json,105,4,Set the plate on the cabinet.,OK,place_on,place_on,Place plate on surface.,Place the plate on the cabinet.,on,on,;referent_grounding_v1:G1,,X=plate|Y=cabinet
G2,00878-XB4GS9ShBRE/tasks-island_0.json,115,4,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00878-XB4GS9ShBRE/tasks-island_0.json,116,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00880-Nfvxx8J5NCo/tasks-island_0.json,58,6,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00880-Nfvxx8J5NCo/tasks-island_0.json,79,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00890-6s7QHgap2fW/tasks-island_0.json,10,4,Set the bedside cabinet.,OK,place_on,straighten,Place bedside cabinet on surface.,Straighten the bedside cabinet.,on,,;referent_grounding_v1:G2,,X=bedside cabinet
G2,00890-6s7QHgap2fW/tasks-island_0.json,16,3,Arrange the drawer.,OK,place_on,straighten,Place drawer on surface.,Straighten the drawer.,on,,;referent_grounding_v1:G2,,X=drawer
G2,00890-6s7QHgap2fW/tasks-island_0.json,19,1,Arrange the photo mount.,OK,place_on,straighten,Place photo mount on surface.,Straighten the photo mount.,on,,;referent_grounding_v1:G2,,X=photo mount
G2,00890-6s7QHgap2fW/tasks-island_0.json,25,2,Arrange the drawer.,OK,place_on,straighten,Place drawer on surface.,Straighten the drawer.,on,,;referent_grounding_v1:G2,,X=drawer
G2,00890-6s7QHgap2fW/tasks-island_0.json,62,4,Arrange the photo mount.,OK,place_on,straighten,Place photo mount on surface.,Straighten the photo mount.,on,,;referent_grounding_v1:G2,,X=photo mount
G2,00890-6s7QHgap2fW/tasks-island_0.json,64,4,Arrange the shoes.,OK,place_on,straighten,Place shoes on surface.,Straighten the shoes.,on,,;referent_grounding_v1:G2,,X=shoes
G4,00890-6s7QHgap2fW/tasks-island_0.json,74,2,Fill the kettle at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the kettle at the sink.,at,at,;referent_grounding_v1:G4,,vessel=kettle
G1,00890-6s7QHgap2fW/tasks-island_0.json,89,4,Put toys in the rack.,OK,place_on,place_in,Place items on the rack.,Place the toys in the rack.,on,in,;referent_grounding_v1:G1,,X=toys|Y=rack
G1,00890-6s7QHgap2fW/tasks-island_0.json,106,5,Put toys in the rack.,OK,place_on,place_in,Place items on the rack.,Place the toys in the rack.,on,in,;referent_grounding_v1:G1,,X=toys|Y=rack
G1,00890-6s7QHgap2fW/tasks-island_0.json,119,2,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G1,00890-6s7QHgap2fW/tasks-island_0.json,125,2,Sort the clothes in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the clothes in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=wardrobe
G1,00890-6s7QHgap2fW/tasks-island_0.json,125,4,Arrange the wardrobe in the bathroom area.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the wardrobe in the bathroom area.,in,in,;referent_grounding_v1:G1,,X=wardrobe|Y=bathroom area
G2,00890-6s7QHgap2fW/tasks-island_0.json,126,3,Arrange the plate for serving.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G4,00890-6s7QHgap2fW/tasks-island_0.json,133,2,Refill the watering can at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G1,00890-6s7QHgap2fW/tasks-island_0.json,148,5,Arrange the photo mount on the wall.,OK,place_on,place_on,Place photo mount on surface.,Place the photo mount on the wall.,on,on,;referent_grounding_v1:G1,,X=photo mount|Y=wall
G1,00890-6s7QHgap2fW/tasks-island_0.json,153,2,Organize books on the bookstand.,OK,place_on,place_on,Place bookstand on surface.,Place the books on the bookstand.,on,on,;referent_grounding_v1:G1,,X=books|Y=bookstand
G2,00890-6s7QHgap2fW/tasks-island_0.json,162,1,Arrange the shoes.,OK,place_on,straighten,Place shoes on surface.,Straighten the shoes.,on,,;referent_grounding_v1:G2,,X=shoes
G1,00890-6s7QHgap2fW/tasks-island_0.json,195,5,Organize the files on the bookstand.,OK,place_in,place_on,Place bookstand in receptacle.,Place the files on the bookstand.,in,on,;referent_grounding_v1:G1,,X=files|Y=bookstand
G1,00890-6s7QHgap2fW/tasks-island_0.json,195,6,Set the camera on the shelf.,OK,place_in,place_on,Place camera in receptacle.,Place the camera on the shelf.,in,on,;referent_grounding_v1:G1,,X=camera|Y=shelf
G4,00890-6s7QHgap2fW/tasks-island_0.json,200,2,Fill it with water at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the watering can at the sink.,at,at,;referent_grounding_v1:G4,,vessel=watering can
G1,00890-6s7QHgap2fW/tasks-island_0.json,202,3,Organize baby clothes in the chest of drawers.,OK,place_in,place_in,Place chest of drawers in receptacle.,Place the baby clothes in the chest of drawers.,in,in,;referent_grounding_v1:G1,,X=baby clothes|Y=chest of drawers
G1,00890-6s7QHgap2fW/tasks-island_0.json,202,6,Arrange the toy on the floor.,OK,place_on,place_on,Place toy on surface.,Place the toy on the floor.,on,on,;referent_grounding_v1:G1,,X=toy|Y=floor
G1,00890-6s7QHgap2fW/tasks-island_0.json,203,5,Organize the items in the box.,OK,place_in,place_in,Place box in receptacle.,Place the items in the box.,in,in,;referent_grounding_v1:G1,,X=items|Y=box
G1,00890-6s7QHgap2fW/tasks-island_0.json,209,1,Organize the linens in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the linens in the cabinet.,in,in,;referent_grounding_v1:G1,,X=linens|Y=cabinet
G1,00890-6s7QHgap2fW/tasks-island_0.json,209,5,Tidy the items in the drawer.,OK,place_in,place_in,Place drawer in receptacle.,Place the items in the drawer.,in,in,;referent_grounding_v1:G1,,X=items|Y=drawer
G1,00890-6s7QHgap2fW/tasks-island_0.json,210,6,Reposition the lamp on the table.,OK,place_on,place_on,Place lamp on surface.,Place the lamp on the table.,on,on,;referent_grounding_v1:G1,,X=lamp|Y=table
G1,00890-6s7QHgap2fW/tasks-island_0.json,211,6,Tidy the stationary in the drawer.,OK,place_in,place_in,Place drawer in receptacle.,Place the stationary in the drawer.,in,in,;referent_grounding_v1:G1,,X=stationary|Y=drawer
G1,00890-6s7QHgap2fW/tasks-island_0.json,212,4,Organize baby blankets in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the baby blankets in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=baby blankets|Y=wardrobe
G1,00890-6s7QHgap2fW/tasks-island_0.json,217,6,Organize the seeds in the box.,OK,place_in,place_in,Place box in receptacle.,Place the seeds in the box.,in,in,;referent_grounding_v1:G1,,X=seeds|Y=box
G1,00891-cvZr5TUy5C5/tasks-island_0.json,2,3,Set the flower vase on the table.,OK,place_on,place_on,Place flower vase on surface.,Place the flower vase on the table.,on,on,;referent_grounding_v1:G1,,X=flower vase|Y=table
G1,00891-cvZr5TUy5C5/tasks-island_0.json,5,2,Set the fruit bowl on the counter.,OK,place_on,place_on,Place fruit bowl on surface.,Place the fruit bowl on the counter.,on,on,;referent_grounding_v1:G1,,X=fruit bowl|Y=counter
G2,00891-cvZr5TUy5C5/tasks-island_0.json,46,4,Set the toaster.,OK,place_on,straighten,Place toaster on surface.,Straighten the toaster.,on,,;referent_grounding_v1:G2,,X=toaster
G2,00891-cvZr5TUy5C5/tasks-island_0.json,47,2,Arrange the sofa seat.,OK,place_in,straighten,Place sofa seat in receptacle.,Straighten the sofa seat.,in,,;referent_grounding_v1:G2,,X=sofa seat
G2,00891-cvZr5TUy5C5/tasks-island_0.json,49,4,Arrange the computer chair.,OK,place_on,straighten,Place computer chair on surface.,Straighten the computer chair.,on,,;referent_grounding_v1:G2,,X=computer chair
G3,00891-cvZr5TUy5C5/tasks-island_0.json,55,2,Put the toys away on the shelf.,OK,store,store,Store items on the shelf.,Store the toys on the shelf.,on,on,;referent_grounding_v1:G3,,NP=toys
G2,00891-cvZr5TUy5C5/tasks-island_0.json,55,3,Arrange the guitar neatly.,OK,place_on,straighten,Place guitar on surface.,Straighten the guitar.,on,,;referent_grounding_v1:G2,,X=guitar
G2,00891-cvZr5TUy5C5/tasks-island_0.json,58,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00891-cvZr5TUy5C5/tasks-island_0.json,60,3,Arrange the sofa set for seating.,OK,place_on,straighten,Place sofa set on surface.,Straighten the sofa set.,on,,;referent_grounding_v1:G2,,X=sofa set
G1,00891-cvZr5TUy5C5/tasks-island_0.json,64,4,Set the fruit bowl on the counter.,OK,place_on,place_on,Place fruit bowl on surface.,Place the fruit bowl on the counter.,on,on,;referent_grounding_v1:G1,,X=fruit bowl|Y=counter
G2,00891-cvZr5TUy5C5/tasks-island_0.json,66,2,Arrange the wardrobe.,OK,place_on,straighten,Place wardrobe on surface.,Straighten the wardrobe.,on,,;referent_grounding_v1:G2,,X=wardrobe
G2,00891-cvZr5TUy5C5/tasks-island_0.json,69,3,Arrange the toys.,OK,place_in,straighten,Place toy in receptacle.,Straighten the toys.,in,,;referent_grounding_v1:G2,,X=toys
G1,00891-cvZr5TUy5C5/tasks-island_0.json,71,3,Sort the items in the box.,OK,place_in,place_in,Place box in receptacle.,Place the items in the box.,in,in,;referent_grounding_v1:G1,,X=items|Y=box
G2,00891-cvZr5TUy5C5/tasks-island_0.json,76,4,Arrange the sofa set.,OK,place_on,straighten,Place sofa set on surface.,Straighten the sofa set.,on,,;referent_grounding_v1:G2,,X=sofa set
G2,00891-cvZr5TUy5C5/tasks-island_0.json,77,2,Arrange the guitar.,OK,place_on,straighten,Place guitar on surface.,Straighten the guitar.,on,,;referent_grounding_v1:G2,,X=guitar
G1,00891-cvZr5TUy5C5/tasks-island_0.json,89,2,Arrange flowers in the flower vase.,OK,place_in,place_in,Place flower vase in receptacle.,Place the flowers in the flower vase.,in,in,;referent_grounding_v1:G1,,X=flowers|Y=flower vase
G2,00891-cvZr5TUy5C5/tasks-island_0.json,92,2,Position the speaker.,OK,place_on,reposition,Place speaker on surface.,Reposition the speaker.,on,,;referent_grounding_v1:G2,,X=speaker
G2,00891-cvZr5TUy5C5/tasks-island_0.json,101,3,Position the computer chair.,OK,place_on,reposition,Place computer chair on surface.,Reposition the computer chair.,on,,;referent_grounding_v1:G2,,X=computer chair
G2,00891-cvZr5TUy5C5/tasks-island_0.json,102,1,Position the statue.,OK,place_on,reposition,Place statue on surface.,Reposition the statue.,on,,;referent_grounding_v1:G2,,X=statue
G2,00891-cvZr5TUy5C5/tasks-island_0.json,102,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00891-cvZr5TUy5C5/tasks-island_0.json,106,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00891-cvZr5TUy5C5/tasks-island_0.json,108,2,Arrange the computer chair.,OK,place_on,straighten,Place computer chair on surface.,Straighten the computer chair.,on,,;referent_grounding_v1:G2,,X=computer chair
G2,00891-cvZr5TUy5C5/tasks-island_0.json,115,5,Arrange the sofa seat.,OK,place_in,straighten,Place sofa seat in receptacle.,Straighten the sofa seat.,in,,;referent_grounding_v1:G2,,X=sofa seat
G2,00891-cvZr5TUy5C5/tasks-island_0.json,117,5,Arrange the circular sofa.,OK,place_on,straighten,Place circular sofa on surface.,Straighten the circular sofa.,on,,;referent_grounding_v1:G2,,X=circular sofa
G2,00891-cvZr5TUy5C5/tasks-island_0.json,118,3,Set the wine bottle.,OK,place_on,straighten,Place wine bottle on surface.,Straighten the wine bottle.,on,,;referent_grounding_v1:G2,,X=wine bottle
G2,00891-cvZr5TUy5C5/tasks-island_0.json,126,4,Arrange the clothes rack.,OK,place_on,straighten,Place clothes rack on surface.,Straighten the clothes rack.,on,,;referent_grounding_v1:G2,,X=clothes rack
G2,00891-cvZr5TUy5C5/tasks-island_0.json,128,2,Arrange the circular sofa.,OK,place_in,straighten,Place circular sofa in receptacle.,Straighten the circular sofa.,in,,;referent_grounding_v1:G2,,X=circular sofa
G2,00891-cvZr5TUy5C5/tasks-island_0.json,136,2,Position the computer chair correctly.,OK,place_on,reposition,Place computer chair on surface.,Reposition the computer chair correctly.,on,,;referent_grounding_v1:G2,,X=computer chair correctly
G2,00891-cvZr5TUy5C5/tasks-island_0.json,143,3,Arrange the sofa seat for comfort.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G1,00891-cvZr5TUy5C5/tasks-island_0.json,156,3,Set the wine bottle on the table.,OK,place_on,place_on,Place wine bottle on surface.,Place the wine bottle on the table.,on,on,;referent_grounding_v1:G1,,X=wine bottle|Y=table
G1,00891-cvZr5TUy5C5/tasks-island_0.json,161,5,Organize files in the file cabinet.,OK,place_in,place_in,Place file cabinet in receptacle.,Place the files in the file cabinet.,in,in,;referent_grounding_v1:G1,,X=files|Y=file cabinet
G1,00891-cvZr5TUy5C5/tasks-island_0.json,162,4,Set the wine bottle on the dining table.,OK,place_on,place_on,Place wine bottle on surface.,Place the wine bottle on the dining table.,on,on,;referent_grounding_v1:G1,,X=wine bottle|Y=dining table
G1,00891-cvZr5TUy5C5/tasks-island_0.json,166,6,Set the fruit bowl on the table.,OK,place_in,place_on,Place fruit bowl in receptacle.,Place the fruit bowl on the table.,in,on,;referent_grounding_v1:G1,,X=fruit bowl|Y=table
G3,00891-cvZr5TUy5C5/tasks-island_0.json,192,7,Put the cleaning supplies away in the cabinet.,OK,store,store,Store items in the cabinet.,Store the cleaning supplies in the cabinet.,in,in,;referent_grounding_v1:G3,,NP=cleaning supplies
G1,00891-cvZr5TUy5C5/tasks-island_0.json,193,7,Set a fruit bowl on the side table.,OK,place_on,place_on,Place fruit bowl on surface.,Place the fruit bowl on the side table.,on,on,;referent_grounding_v1:G1,,X=fruit bowl|Y=side table
G1,00891-cvZr5TUy5C5/tasks-island_0.json,195,1,Organize items in the sink cabinet.,OK,place_in,place_in,Place sink cabinet in receptacle.,Place the items in the sink cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=sink cabinet
G1,00891-cvZr5TUy5C5/tasks-island_0.json,202,5,Organize toiletries in the sink cabinet.,OK,place_in,place_in,Place sink cabinet in receptacle.,Place the toiletries in the sink cabinet.,in,in,;referent_grounding_v1:G1,,X=toiletries|Y=sink cabinet
G2,00891-cvZr5TUy5C5/tasks-island_0.json,203,2,Position the mouse for use.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00891-cvZr5TUy5C5/tasks-island_0.json,203,4,Arrange the computer chair.,OK,place_on,straighten,Place computer chair on surface.,Straighten the computer chair.,on,,;referent_grounding_v1:G2,,X=computer chair
G3,00891-cvZr5TUy5C5/tasks-island_0.json,205,7,Put away clothes in the wardrobe.,OK,store,store,Store items in the wardrobe.,Store the clothes in the wardrobe.,in,in,;referent_grounding_v1:G3,,NP=clothes
G1,00891-cvZr5TUy5C5/tasks-island_0.json,206,7,Organize supplies in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the supplies in the cabinet.,in,in,;referent_grounding_v1:G1,,X=supplies|Y=cabinet
G1,00891-cvZr5TUy5C5/tasks-island_0.json,208,4,Organize hangers in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the hangers in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=hangers|Y=wardrobe
